StopID,DIVA,StopText,Municipality,MunicipalityID,Longitude,Latitude
8,60201349.0,Hauptbahnhof S U,Wien,49000001.0,16.3749761,48.1859187
10,60200245.0,Stubentor U,Wien,49000001.0,16.3798899,48.2067269
18,60201184.0,Schottentor U,Wien,49000001.0,16.3621481,48.213725
20,60201182.0,Schottenring U,Wien,49000001.0,16.3712032,48.2165922
22,60201198.0,Schwedenplatz U,Wien,49000001.0,16.3778597,48.211576
26,,Praterstern S U,,,0.0,0.0
36,60201468.0,Westbahnhof S U,Wien,49000001.0,16.3392411,48.1964526
39,60201349.0,Hauptbahnhof S U,Wien,49000001.0,16.3753085,48.1860325
42,60201198.0,Schwedenplatz U,Wien,49000001.0,16.3778237,48.2117137
44,60201182.0,Schottenring U,Wien,49000001.0,16.3709067,48.2170292
46,60201184.0,Schottentor U,Wien,49000001.0,16.3618068,48.213731
54,60200245.0,Stubentor U,Wien,49000001.0,16.3803031,48.2068886
65,60200641.0,KaisermÃƒÂ¼hlen-VIC U,Wien,49000001.0,16.4157596,48.232709
66,,KaisermÃƒÂ¼hlen-VIC U,,,0.0,0.0
72,60200641.0,KaisermÃƒÂ¼hlen-VIC U,Wien,49000001.0,16.415535,48.2328406
79,60201182.0,Schottenring U,Wien,49000001.0,16.3716793,48.2163827
98,60201062.0,Spittelau S U,Wien,49000001.0,16.3567672,48.2359939
121,60201062.0,Spittelau S U,Wien,49000001.0,16.356893,48.235982
134,60201198.0,Schwedenplatz U,Wien,49000001.0,16.3777339,48.2117975
137,60200520.0,Hietzing U,Wien,49000001.0,16.3039732,48.1884041
208,60200950.0,NuÃƒÅ¸dorfer StraÃƒÅ¸e U,Wien,49000001.0,16.353686,48.2323918
215,60200950.0,NuÃƒÅ¸dorfer StraÃƒÅ¸e U,Wien,49000001.0,16.354252,48.2315301
220,60200027.0,Alser StraÃƒÅ¸e U,Wien,49000001.0,16.3421337,48.2172207
234,60200027.0,Alser StraÃƒÅ¸e U,Wien,49000001.0,16.3420798,48.2171549
249,60200615.0,JosefstÃƒÂ¤dter StraÃƒÅ¸e U,Wien,49000001.0,16.3392591,48.2111689
252,60201072.0,Rathaus U,Wien,49000001.0,16.3547909,48.2091755
253,60200743.0,LandstraÃƒÅ¸e S U,Wien,49000001.0,16.3842647,48.2060983
257,60200653.0,Kardinal-Nagl-Platz U,Wien,49000001.0,16.4013147,48.1978598
259,60200743.0,LandstraÃƒÅ¸e S U,Wien,49000001.0,16.3843365,48.2062121
263,60200653.0,Kardinal-Nagl-Platz U,Wien,49000001.0,16.4019255,48.1970574
268,60200245.0,Stubentor U,Wien,49000001.0,16.3806534,48.2070682
269,60201072.0,Rathaus U,Wien,49000001.0,16.3555725,48.2093072
273,60200615.0,JosefstÃƒÂ¤dter StraÃƒÅ¸e U,Wien,49000001.0,16.3390255,48.2110492
291,60200245.0,Stubentor U,Wien,49000001.0,16.3802672,48.2073436
296,60201104.0,Rochusgasse U,Wien,49000001.0,16.3908044,48.2022726
297,60201104.0,Rochusgasse U,Wien,49000001.0,16.3909122,48.2023444
302,60201349.0,Hauptbahnhof S U,Wien,49000001.0,16.3747515,48.1860804
311,60201040.0,Praterstern S U,Wien,49000001.0,16.3916039,48.2183579
318,60200500.0,Dresdner StraÃƒÅ¸e U,Wien,49000001.0,16.3793689,48.2371906
323,60200500.0,Dresdner StraÃƒÅ¸e U,Wien,49000001.0,16.379279,48.2371427
340,60201349.0,Hauptbahnhof S U,Wien,49000001.0,16.3747246,48.1861223
345,60201040.0,Praterstern S U,Wien,49000001.0,16.3916039,48.2182083
352,60200357.0,FriedensbrÃƒÂ¼cke U,Wien,49000001.0,16.3651306,48.2271438
365,60200615.0,JosefstÃƒÂ¤dter StraÃƒÅ¸e U,Wien,49000001.0,16.3395286,48.2116299
370,60201468.0,Westbahnhof S U,Wien,49000001.0,16.3394926,48.1966562
385,60200357.0,FriedensbrÃƒÂ¼cke U,Wien,49000001.0,16.3653641,48.2271557
396,60200436.0,Gumpendorfer StraÃƒÅ¸e U,Wien,49000001.0,16.3378128,48.1907937
397,60200827.0,MargaretengÃƒÂ¼rtel U,Wien,49000001.0,16.3417115,48.1883263
404,60201095.0,Reumannplatz U,Wien,49000001.0,16.3772578,48.1753466
422,60201095.0,Reumannplatz U,Wien,49000001.0,16.3781651,48.1753526
429,60200827.0,MargaretengÃƒÂ¼rtel U,Wien,49000001.0,16.3422415,48.1882903
430,60200436.0,Gumpendorfer StraÃƒÅ¸e U,Wien,49000001.0,16.3379745,48.1902128
455,60200874.0,Michelbeuern U AKH,Wien,49000001.0,16.3431937,48.2220807
458,60200615.0,JosefstÃƒÂ¤dter StraÃƒÅ¸e U,Wien,49000001.0,16.3388099,48.2113186
464,60201468.0,Westbahnhof S U,Wien,49000001.0,16.3387919,48.1968538
470,60201015.0,Bahnhof Meidling S U,Wien,49000001.0,16.3311114,48.174454
477,60201015.0,Bahnhof Meidling S U,Wien,49000001.0,16.330752,48.17446
483,60201468.0,Westbahnhof S U,Wien,49000001.0,16.3388908,48.1968718
484,60201468.0,Westbahnhof S U,Wien,49000001.0,16.3389536,48.1973508
497,60200950.0,NuÃƒÅ¸dorfer StraÃƒÅ¸e U,Wien,49000001.0,16.3540992,48.2324217
500,60201015.0,Bhf. Meidling S U,Wien,49000001.0,16.3312192,48.1746577
518,60201015.0,Bhf. Meidling S U,Wien,49000001.0,16.3320276,48.1746338
559,60201317.0,KendlerstraÃƒÅ¸e U,Wien,49000001.0,16.3080426,48.2037395
568,60201035.0,HÃƒÂ¼tteldorfer StraÃƒÅ¸e U,Wien,49000001.0,16.3121479,48.1995782
573,60200520.0,Hietzing U,Wien,49000001.0,16.304126,48.1877753
574,60200520.0,Hietzing U,Wien,49000001.0,16.3036948,48.187919
575,60201317.0,KendlerstraÃƒÅ¸e U,Wien,49000001.0,16.3080696,48.2042424
581,60201035.0,HÃƒÂ¼tteldorfer StraÃƒÅ¸e U,Wien,49000001.0,16.3122018,48.1996321
591,60201705.0,Handelskai S U,Wien,49000001.0,16.3838874,48.2410496
597,60201433.0,VorgartenstraÃƒÅ¸e U,Wien,49000001.0,16.4013776,48.224361
624,60201705.0,Handelskai S U,Wien,49000001.0,16.3842377,48.240906
640,60200950.0,NuÃƒÅ¸dorfer StraÃƒÅ¸e U,Wien,49000001.0,16.3530662,48.2314823
645,60200752.0,LassallestraÃƒÅ¸e U,Wien,49000001.0,16.4027789,48.2232837
649,60201433.0,VorgartenstraÃƒÅ¸e U,Wien,49000001.0,16.4015303,48.2244447
659,60200282.0,Donaumarina U,Wien,49000001.0,16.4307076,48.2060325
666,60200056.0,Neubaugasse U,Wien,49000001.0,16.3508024,48.1980873
669,60201018.0,Pilgramgasse U,Wien,49000001.0,16.3545035,48.1928956
679,60200491.0,Bahnhof Heiligenstadt S U,Wien,49000001.0,16.3643131,48.2483002
687,,Pilgramgasse U,,,0.0,0.0
688,60200056.0,Neubaugasse U,Wien,49000001.0,16.3498682,48.1985064
699,60201018.0,Pilgramgasse U,Wien,49000001.0,16.3552311,48.1927519
702,,Neubaugasse U,,,0.0,0.0
723,60201211.0,SchÃƒÂ¶nbrunn U,Wien,49000001.0,16.3200351,48.1847927
724,60201211.0,SchÃƒÂ¶nbrunn U,Wien,49000001.0,16.3199273,48.1862241
729,,SÃƒÂ¼dtiroler Platz S U,,,0.0,0.0
748,60200666.0,Keplerplatz U,Wien,49000001.0,16.3760451,48.1781681
751,60201018.0,Pilgramgasse U,Wien,49000001.0,16.3539106,48.1927699
762,60200666.0,Keplerplatz U,Wien,49000001.0,16.3760181,48.1780542
764,60201095.0,Reumannplatz U,Wien,49000001.0,16.3788658,48.1754784
789,60200033.0,Altes Landgut U,Wien,49000001.0,16.3837167,48.160626
806,60200033.0,Altes Landgut U,Wien,49000001.0,16.383564,48.1608537
826,60200491.0,Bahnhof Heiligenstadt S U,Wien,49000001.0,16.3647802,48.249353
833,60201349.0,Hauptbahnhof S U,Wien,49000001.0,16.3745988,48.1861283
837,60201199.0,Schlachthausgasse U,Wien,49000001.0,16.4074861,48.1941352
841,60201199.0,Schlachthausgasse U,Wien,49000001.0,16.4074592,48.1940095
847,60201349.0,Hauptbahnhof S U,Wien,49000001.0,16.3745539,48.1861822
880,60200627.0,Kagran U,Wien,49000001.0,16.4337618,48.2432991
881,60200627.0,Kagran U,Wien,49000001.0,16.4337349,48.2432632
885,60200633.0,Kagraner Platz U,Wien,49000001.0,16.4427091,48.2501426
887,,Leopoldau S U,,,0.0,0.0
900,60200606.0,JohnstraÃƒÅ¸e U,Wien,49000001.0,16.3186607,48.1975963
923,60200633.0,Kagraner Platz U,Wien,49000001.0,16.4435984,48.2504776
960,60201199.0,Schlachthausgasse U,Wien,49000001.0,16.4069381,48.1943029
998,60200633.0,Kagraner Platz U,Wien,49000001.0,16.4433469,48.2505673
1000,60201198.0,Schwedenplatz U,Wien,49000001.0,16.3777968,48.2116478
1002,60201891.0,TaborstraÃƒÅ¸e U,Wien,49000001.0,16.380905,48.218741
1011,60201278.0,Donauspital U,Wien,49000001.0,16.4655622,48.2197705
1019,60201891.0,TaborstraÃƒÅ¸e U,Wien,49000001.0,16.3808601,48.2192617
1021,60201278.0,Donauspital U,Wien,49000001.0,16.4654634,48.2194413
1024,60200299.0,AspernstraÃƒÅ¸e U,Wien,49000001.0,16.4745184,48.2220807
1052,60200299.0,AspernstraÃƒÅ¸e U,Wien,49000001.0,16.4743567,48.2223979
1076,60201859.0,GroÃƒÅ¸feldsiedlung U,Wien,49000001.0,16.447524,48.2702013
1100,60201859.0,GroÃƒÅ¸feldsiedlung U,Wien,49000001.0,16.4481618,48.2699741
1103,60200769.0,Leopoldau S U,Wien,49000001.0,16.4506322,48.2769754
1120,60200334.0,Floridsdorf S U,Wien,49000001.0,16.4004523,48.2559326
1125,60200334.0,Floridsdorf S U,Wien,49000001.0,16.3991587,48.2570271
1142,60200769.0,Leopoldau S U,Wien,49000001.0,16.4506502,48.2768499
1164,60200769.0,Leopoldau S U,Wien,49000001.0,16.4488985,48.2775912
1199,60201667.0,JÃƒÂ¤gerstraÃƒÅ¸e U,Wien,49000001.0,16.370233,48.2358683
1206,60200491.0,Bahnhof Heiligenstadt S U,Wien,49000001.0,16.3645556,48.2489283
1207,60200491.0,Bahnhof Heiligenstadt S U,Wien,49000001.0,16.3648611,48.2497059
1212,60201184.0,Schottentor U,Wien,49000001.0,16.3619236,48.2140183
1230,60200950.0,NuÃƒÅ¸dorfer StraÃƒÅ¸e U,Wien,49000001.0,16.3521229,48.2314823
1246,60200491.0,Bahnhof Heiligenstadt S U,Wien,49000001.0,16.3645017,48.2487668
1269,60200950.0,NuÃƒÅ¸dorfer StraÃƒÅ¸e U,Wien,49000001.0,16.3524553,48.2311532
1303,60201184.0,Schottentor U,Wien,49000001.0,16.3643041,48.2154669
1308,60200491.0,Bhf. Heiligenstadt S U,Wien,49000001.0,16.3651845,48.2499213
1325,60201654.0,LiechtensteinstraÃƒÅ¸e - Schottentor U,Wien,49000001.0,16.3638999,48.2157363
1342,60200874.0,Michelbeuern U AKH,Wien,49000001.0,16.3431667,48.2220269
1345,60201184.0,Schottentor U,Wien,49000001.0,16.3620134,48.2139884
1379,60201372.0,ThaliastraÃƒÅ¸e U,Wien,49000001.0,16.3383518,48.2086307
1384,60200981.0,Ottakring S U,Wien,49000001.0,16.3114382,48.2127673
1387,60200981.0,Ottakring S U,Wien,49000001.0,16.3117077,48.2125877
1392,60201372.0,ThaliastraÃƒÅ¸e U,Wien,49000001.0,16.3386662,48.208511
1401,60201430.0,Volkstheater U,Wien,49000001.0,16.3570367,48.2055835
1440,60201430.0,Volkstheater U,Wien,49000001.0,16.3572972,48.204883
1447,60201200.0,SchweglerstraÃƒÅ¸e U,Wien,49000001.0,16.3289734,48.1985364
1449,60200606.0,JohnstraÃƒÅ¸e U,Wien,49000001.0,16.3194961,48.1990753
1450,60201035.0,HÃƒÂ¼tteldorfer StraÃƒÅ¸e U,Wien,49000001.0,16.3118335,48.1990513
1472,60201035.0,HÃƒÂ¼tteldorfer StraÃƒÅ¸e U,Wien,49000001.0,16.3118335,48.1989555
1473,60200606.0,JohnstraÃƒÅ¸e U,Wien,49000001.0,16.3194782,48.1990214
1475,60201200.0,SchweglerstraÃƒÅ¸e U,Wien,49000001.0,16.3290183,48.1984645
1482,60201430.0,Volkstheater U,Wien,49000001.0,16.3573601,48.2048291
1490,60200657.0,Karlsplatz U,Wien,49000001.0,16.369694,48.2003387
1495,60201104.0,Rochusgasse U,Wien,49000001.0,16.392107,48.202063
1498,60201104.0,Rochusgasse U,Wien,49000001.0,16.3906786,48.2027935
1502,60200657.0,Karlsplatz U,Wien,49000001.0,16.3696042,48.2006261
1503,60201199.0,Schlachthausgasse U,Wien,49000001.0,16.4067046,48.1944646
1516,60200627.0,Kagran U,Wien,49000001.0,16.433654,48.2437956
1527,60200981.0,Ottakring S U,Wien,49000001.0,16.3102255,48.2099896
1528,60200981.0,Ottakring S U,Wien,49000001.0,16.3098213,48.2102291
1531,60201468.0,Westbahnhof S U,Wien,49000001.0,16.3391872,48.1965364
1569,60200835.0,Museumsquartier U,Wien,49000001.0,16.3624446,48.2027516
1577,60200436.0,Gumpendorfer StraÃƒÅ¸e U,Wien,49000001.0,16.3374804,48.1904822
1586,60200436.0,Gumpendorfer StraÃƒÅ¸e U,Wien,49000001.0,16.3374624,48.1903086
1596,60200520.0,Hietzing U,Wien,49000001.0,16.303551,48.1878172
1608,60200937.0,NiederhofstraÃƒÅ¸e U,Wien,49000001.0,16.3313449,48.1813487
1609,,HÃƒÂ¼tteldorfer StraÃƒÅ¸e U (Bedarf),,,0.0,0.0
1610,60200520.0,Hietzing U,Wien,49000001.0,16.30409,48.1876316
1680,60200657.0,Karlsplatz U,Wien,49000001.0,16.3689664,48.2013206
1683,60201015.0,Bhf. Meidling S U,Wien,49000001.0,16.3319198,48.1751609
1756,60200657.0,Karlsplatz U,Wien,49000001.0,16.369667,48.2004105
1764,60200937.0,NiederhofstraÃƒÅ¸e U,Wien,49000001.0,16.3305993,48.1813846
1766,60200863.0,Meidling HauptstraÃƒÅ¸e U,Wien,49000001.0,16.3285961,48.1839182
1792,60200863.0,Meidling HauptstraÃƒÅ¸e U,Wien,49000001.0,16.3282367,48.1831097
1794,60200937.0,NiederhofstraÃƒÅ¸e U,Wien,49000001.0,16.3330248,48.181163
1800,,Meidling HauptstraÃƒÅ¸e U,,,0.0,0.0
1819,60201499.0,Alterlaa U,Wien,49000001.0,16.3165317,48.1510736
1850,60200863.0,Meidling HauptstraÃƒÅ¸e U,Wien,49000001.0,16.3285422,48.1835349
1863,60201007.0,PerfektastraÃƒÅ¸e U,Wien,49000001.0,16.3127228,48.1367836
1897,60201007.0,PerfektastraÃƒÅ¸e U,Wien,49000001.0,16.3140613,48.1367237
1938,60201095.0,Reumannplatz U,Wien,49000001.0,16.3783897,48.1739568
1950,60201499.0,Alterlaa U,Wien,49000001.0,16.3171246,48.1506301
1963,60201499.0,Alterlaa U,Wien,49000001.0,16.3170437,48.1510316
2007,60201095.0,Reumannplatz U,Wien,49000001.0,16.3776082,48.1740107
2020,60200399.0,ZippererstraÃƒÅ¸e U,Wien,49000001.0,16.4107201,48.1794919
2024,60201260.0,Simmering S U,Wien,49000001.0,16.4202781,48.1701586
2034,60201260.0,Simmering S U,Wien,49000001.0,16.4204308,48.1702425
2039,60200399.0,ZippererstraÃƒÅ¸e U,Wien,49000001.0,16.4105494,48.179408
2058,60201260.0,Simmering S U,Wien,49000001.0,16.4195774,48.1694876
2065,60201260.0,Simmering S U,Wien,49000001.0,16.4199727,48.1696015
2099,60201260.0,Simmering S U,Wien,49000001.0,16.4201613,48.1694637
2100,60201040.0,Praterstern S U,Wien,49000001.0,16.3916039,48.2181784
2157,60201667.0,JÃƒÂ¤gerstraÃƒÅ¸e U,Wien,49000001.0,16.370215,48.2353357
2160,60201182.0,Schottenring U,Wien,49000001.0,16.371302,48.2168376
2167,60201667.0,JÃƒÂ¤gerstraÃƒÅ¸e U,Wien,49000001.0,16.3698198,48.2361794
2172,60200334.0,Floridsdorf S U,Wien,49000001.0,16.3996169,48.2571706
2189,60200334.0,Floridsdorf S U,Wien,49000001.0,16.3994552,48.2572185
2193,60201667.0,JÃƒÂ¤gerstraÃƒÅ¸e U,Wien,49000001.0,16.3697389,48.2362452
2204,60201667.0,JÃƒÂ¤gerstraÃƒÅ¸e U,Wien,49000001.0,16.3703138,48.2353238
2214,60201182.0,Schottenring U,Wien,49000001.0,16.3712391,48.2168017
2240,60200949.0,Oberlaa U,Wien,49000001.0,16.3988084,48.1429461
2242,60201095.0,Reumannplatz U,Wien,49000001.0,16.3779315,48.175101
2243,60201095.0,Reumannplatz U,Wien,49000001.0,16.3779315,48.175095
2269,60201404.0,Unter St. Veit U,Wien,49000001.0,16.2872556,48.1914764
2296,60200956.0,Ober St. Veit U,Wien,49000001.0,16.2766285,48.1919974
2343,60200334.0,Floridsdorf S U,Wien,49000001.0,16.400596,48.2572065
2345,60200334.0,Floridsdorf S U,Wien,49000001.0,16.4007038,48.2572962
2359,60200334.0,Floridsdorf S U,Wien,49000001.0,16.3996708,48.2571527
2375,60200633.0,Kagraner Platz U,Wien,49000001.0,16.4429157,48.2500589
2395,60200916.0,Nestroyplatz U,Wien,49000001.0,16.3842108,48.2148204
2403,60200473.0,Hardeggasse U,Wien,49000001.0,16.4589506,48.2213446
2404,60201278.0,Donauspital U,Wien,49000001.0,16.4646998,48.2193994
2411,60200473.0,Hardeggasse U,Wien,49000001.0,16.4590045,48.2213805
2420,60201894.0,Stadion U,Wien,49000001.0,16.4218681,48.211157
2422,60201894.0,Stadion U,Wien,49000001.0,16.4213112,48.2110253
2498,60201062.0,Spittelau S U,Wien,49000001.0,16.3566325,48.2361854
2499,60201062.0,Spittelau S U,Wien,49000001.0,16.3563091,48.233068
2532,,JÃƒÂ¤gerstraÃƒÅ¸e U,,,0.0,0.0
2545,60201499.0,Alterlaa U,Wien,49000001.0,16.3171156,48.1503184
2555,60200627.0,Kagran U,Wien,49000001.0,16.4332318,48.2435922
2579,60201095.0,Reumannplatz U,Wien,49000001.0,16.3774734,48.1731361
2588,60201260.0,Simmering S U,Wien,49000001.0,16.42035,48.169901
2600,60201749.0,Gasometer U,Wien,49000001.0,16.4175023,48.1854755
2606,60200425.0,Enkplatz U,Wien,49000001.0,16.4148254,48.1759217
2611,60200657.0,Karlsplatz U,Wien,49000001.0,16.3674662,48.2005602
2618,60200606.0,JohnstraÃƒÅ¸e U,Wien,49000001.0,16.3202148,48.1989076
2634,60200627.0,Kagran U,Wien,49000001.0,16.4335912,48.2437657
